58., 1.40 
64., 1.42 
68., 1.18
79., 1.42 
94., 1.40 
94., 1.58
80., 1.88 
76., 2.11 
113., 1.88 
105., 2.11
108., 2.25
109., 2.45
107., 2.79
113., 2.79 
147., 2.97 
161., 2.99 
176., 2.95
166., 2.77 
165., 2.59
167., 3.81
179., 3.83 
182., 3.71 
202., 3.15
195., 3.35 
193., 3.67
206., 3.83
219., 4.09
172., 4.67
203., 4.29
228., 4.49
224., 4.65
249., 4.53
255., 5.03
289., 5.37
340., 5.20
350., 5.40
